rater_row_id,item_id,category,repo,file,decl_name,anchor_line
r0272,pilot-0051,decorative_mislabeled,kursatkumsuz__movie,kursatkumsuz__movie/feature/profile/src/main/java/com/kursatkumsuz/profile/presentation/component/ProfileList.kt,ProfileListItem,63.0
r0273,pilot-0175,missing_semantics_role,crome1394__point-forecast,crome1394__point-forecast/forecast-point/app/src/main/java/com/crome/forecastpoint/MainActivity.kt,AppDrawer,1111.0
r0274,pilot-0190,missing_state_description,DigitaleGesellschaft__EventFahrplan,DigitaleGesellschaft__EventFahrplan/app/src/main/java/nerd/tuxmobil/fahrplan/congress/settings/widgets/SwitchPreference.kt,SwitchPreference,34.0
r0275,pilot-0299,touch_target_size,digiexchris__RoadTripRadar,digiexchris__RoadTripRadar/app/src/main/java/ca/voiditswarranty/roadtripradar/ui/ColorEditorSheet.kt,ColorCategoryRow,320.0
r0276,pilot-0188,missing_state_description,maxwhipw__marmalade-tts-android,maxwhipw__marmalade-tts-android/app/src/main/java/app/marmalade/tts/ui/screen/AdvancedSettingsScreen.kt,DeveloperEnginesSection,187.0
r0277,pilot-0170,missing_semantics_role,iOrchid__android-jetpack-demo,iOrchid__android-jetpack-demo/compose/src/main/java/org/zhiwei/compose/screen/basic/SurfaceShapeClickable.kt,SurfaceCase,241.0
r0278,pilot-0059,decorative_mislabeled,kursatkumsuz__crypto-portfolio-jetpack-compose,kursatkumsuz__crypto-portfolio-jetpack-compose/feature/market/src/main/java/com/kursatkumsuz/market/component/RowListView.kt,ExpandedSection,128.0
r0279,pilot-0049,decorative_mislabeled,KaushalVasava__XPhotogram,KaushalVasava__XPhotogram/app/src/main/java/com/lahsuak/apps/instagram/ui/screen/ChatScreen.kt,ChatScreen,159.0
r0280,pilot-0236,progress_no_semantics,beradeep__aiyo,beradeep__aiyo/ui/src/main/java/com/beradeep/aiyo/ui/screens/components/ModelSelectionSheet.kt,ModelSelectionSheet,89.0
r0281,pilot-0253,text_truncation_scaling,nemoXdev__CryptoSafe,nemoXdev__CryptoSafe/app/src/main/java/com/cryptosafe/app/MainActivity.kt,CryptoSafeApp,360.0
r0282,pilot-0022,color_contrast,RevenueCat__purchases-android,RevenueCat__purchases-android/ui/revenuecatui/src/main/kotlin/com/revenuecat/purchases/ui/revenuecatui/components/LoadedPaywallComponentsPreviews.kt,LoadedPaywallComponents_Preview_CenteredBodyFooter,1225.0
r0283,pilot-0161,missing_semantics_role,christianrowlands__android-network-survey,christianrowlands__android-network-survey/networksurvey/src/main/java/com/craxiom/networksurvey/ui/nsanalytics/NsAnalyticsConnectionScreen.kt,WorkspaceStatusCard,868.0
r0284,pilot-0277,textfield_no_label,BlazeCodeDev__TSViewer,BlazeCodeDev__TSViewer/app/src/main/java/com/blazecode/tsviewer/views/EditTextPreference.kt,EditTextPreference,98.0
r0285,pilot-0192,missing_state_description,EventFahrplan__EventFahrplan,EventFahrplan__EventFahrplan/app/src/main/java/nerd/tuxmobil/fahrplan/congress/settings/widgets/SwitchPreference.kt,SwitchPreference,39.0
r0286,pilot-0258,text_truncation_scaling,bernaferrari__SDKMonitor,bernaferrari__SDKMonitor/shared/src/commonMain/kotlin/com/bernaferrari/sdkmonitor/ui/details/components/VersionCard.kt,VersionTimelineEntry,124.0
r0287,pilot-0150,missing_merge_descendants,Dev-Aditya-More__PokeVerse,Dev-Aditya-More__PokeVerse/app/src/main/java/com/aditya1875/pokeverse/feature/analysis/presentation/screens/TeamAnalysis.kt,EmptyAnalysisView,350.0
r0288,pilot-0131,missing_interaction_semantics,higorslva__biketrackd,higorslva__biketrackd/app/src/main/java/com/biketrackd/app/ui/components/CitySearchDialog.kt,CitySearchDialog,94.0
r0289,pilot-0152,missing_merge_descendants,KaushalVasava__XPhotogram,KaushalVasava__XPhotogram/app/src/main/java/com/lahsuak/apps/instagram/ui/components/PostItem.kt,PostItem,64.0
r0290,pilot-0100,missing_content_description,Chesire__Nekome,Chesire__Nekome/features/login/src/main/java/com/chesire/nekome/app/login/credentials/ui/CredentialsScreen.kt,PasswordInput,221.0
r0291,pilot-0088,missing_content_description,msusman1__Amadz,msusman1__Amadz/app/src/main/java/com/talsk/amadz/ui/callLogHistory/CallLogHistoryScreen.kt,CallLogHistoryScreenInternal,99.0
r0292,pilot-0215,pointerinput_no_semantics,ArcaDone__AwesomeUI,ArcaDone__AwesomeUI/sharedUI/src/commonMain/kotlin/com/arcadone/awesomeui/components/chart/progreessionchart/ProgressionChartVariant.kt,LineChartItem,403.0
r0293,pilot-0122,missing_interaction_semantics,wisnukurniawan__Compose-Expense,wisnukurniawan__Compose-Expense/app/src/main/java/com/wisnu/kurniawan/wallee/features/account/detail/ui/AccountDetailScreen.kt,AmountSection,309.0
r0294,pilot-0300,touch_target_size,isotjs__todosian-app,isotjs__todosian-app/app/src/main/java/com/isotjs/todosian/ui/components/TodoRow.kt,DateMetaRow,418.0
r0295,pilot-0021,color_contrast,modelorona__TapLock,modelorona__TapLock/app/src/main/java/com/ah/taplock/SettingsComponents.kt,DoubleTapTestArea,189.0
r0296,pilot-0189,missing_state_description,shardulvs__pdfinspector-android,shardulvs__pdfinspector-android/app/src/main/java/SVS/pdfinspector/ui/ElementEditSheet.kt,ElementEditSheet,140.0
r0297,pilot-0072,error_state_no_semantics,SachinRupani__LoginWithJetpackCompose,SachinRupani__LoginWithJetpackCompose/app/src/main/java/com/jodhpurtechies/composelogin/ui/screens/unauthenticated/registration/RegistrationInputs.kt,RegistrationInputs,38.0
r0298,pilot-0107,missing_heading_semantics,norsehorse-dev__AgePonyAndroid,norsehorse-dev__AgePonyAndroid/app/src/main/java/com/agepony/app/ui/identities/IdentitiesScreen.kt,GenerateX25519,330.0
r0299,pilot-0271,textfield_no_label,KaushalVasava__XPhotogram,KaushalVasava__XPhotogram/app/src/main/java/com/lahsuak/apps/instagram/ui/screen/CreateTweetScreen.kt,CreateTweetScreen,110.0
r0300,pilot-0103,missing_heading_semantics,nikbulavin__flick,nikbulavin__flick/feature/movie/src/main/kotlin/ru/resodostudio/flick/feature/movie/MovieScreen.kt,MovieHeader,122.0
